n,setor,subsecao,afirmacao,score,interview,ts,dim,dim_nome,maturity,confidence,termos,paraphrase,decisao,ancora_substituta,nota,orfa
76,Sociedade Civil,"3.4.2. Finanças: orçamento, financiamento e captação de recursos","Potencial de Captação e Incentivos: O Instituto Cultural Ingá (ICI) é citado como um modelo bem-sucedido de captação de recursos via Lei Rouanet. Sugere-se que o CODEM, por ter verba e autonomia, poderia monitorar o orçamento municipal e incorporar pautas ambientais.",0.136,ENT-005,00:08:53,1.1.4,Estratégia de adaptação com metas claras,inexistente,media,captacao|citado|municipal,"OPORTUNIDADE. Proposta de redundância na captação de água entre bacias como medida de adaptação estruturante. É um projeto de infraestrutura de porte, elegível a financiamento climático e ausente de qualquer instrumento municipal citado no corpus.",,,,
76,Sociedade Civil,"3.4.2. Finanças: orçamento, financiamento e captação de recursos","Potencial de Captação e Incentivos: O Instituto Cultural Ingá (ICI) é citado como um modelo bem-sucedido de captação de recursos via Lei Rouanet. Sugere-se que o CODEM, por ter verba e autonomia, poderia monitorar o orçamento municipal e incorporar pautas ambientais.",0.136,ENT-005,00:45:16,2.3.3,Diversificação de receitas ambientais/climáticas,efetivo,media,ambientais|captacao|instituto,"O fator de sucesso relatado na captação por renúncia fiscal foi identificar e cooptar o intermediário que decide de fato — o contador da empresa, não o empresário. Detalhe operacional transferível para qualquer desenho de incentivo climático dirigido ao setor privado local.",,,,
77,Sociedade Civil,"3.4.2. Finanças: orçamento, financiamento e captação de recursos","Necessidade de Comitê Deliberativo/Consultivo: A criação de um comitê deliberativo ou consultivo é apontada como fundamental para facilitar a gestão do plano e a tomada de decisões, integrando dados e dando continuidade à captação de recursos financeiros.",0.211,ENT-010-ENT-011,00:29:11,1.2.1,Responsabilidades institucionais para implementação climática,inexistente,alta,comite|consultivo|deliberativo|plano,"LACUNA DE GOVERNANÇA, COM PROPOSTA JÁ NA MESA. Não existe instância intersetorial de coordenação climática, ela foi formalmente proposta pela consultoria e não foi constituída — e sua ausência afeta tanto a elaboração do plano quanto a elegibilidade a financiamento. Dimensão «Muito alta»; é a recomendação com maior grau de convergência entre os dois contratos em curso na cidade.",,,,
77,Sociedade Civil,"3.4.2. Finanças: orçamento, financiamento e captação de recursos","Necessidade de Comitê Deliberativo/Consultivo: A criação de um comitê deliberativo ou consultivo é apontada como fundamental para facilitar a gestão do plano e a tomada de decisões, integrando dados e dando continuidade à captação de recursos financeiros.",0.158,ENT-010-ENT-011,00:33:51,1.1.7,Monitoramento e avaliação da adaptação,inexistente,alta,continuidade|gestao|plano,"Avaliação externa de que Maringá produz bons instrumentos e falha na continuidade. Converge com o «plano de gaveta» de ENT-007 e com a divergência de ENT-003 sobre a parceria científica exposta à troca de gestão: o risco da agenda climática local não é a formulação, é a permanência.",,,,
77,Sociedade Civil,"3.4.2. Finanças: orçamento, financiamento e captação de recursos","Necessidade de Comitê Deliberativo/Consultivo: A criação de um comitê deliberativo ou consultivo é apontada como fundamental para facilitar a gestão do plano e a tomada de decisões, integrando dados e dando continuidade à captação de recursos financeiros.",0.105,ENT-005,00:44:12,2.3.3,Diversificação de receitas ambientais/climáticas,efetivo,alta,captacao|gestao,"ACHADO REPLICÁVEL. Existe em Maringá um precedente institucional de estrutura dedicada à captação por renúncia fiscal, criada por indução do poder público e operada fora dele, com resultado comprovado no setor cultural. É o desenho institucional que falta à agenda climática — e a dimensão de diversificação de receitas ambientais, que não recebia evidência de nenhuma pergunta do instrumental, passa a ter lastro empírico.",,,,
78,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dados Descentralizados e Inacessíveis: Não existe um canal centralizado ou de fácil acesso para dados climáticos específicos (registros de queda de árvores, pontos de alagamento). As informações estão descentralizadas entre IAM e IPPLAM, e a falta de comunicação entre secretarias (ex: Obras e Limpeza Pública) exige um esforço extra da sociedade e de consultorias para coletar e processar os dados.",0.2,ENT-014,00:23:08,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,acesso|alagamento|climaticos|dados|facil|sociedade,"LACUNA. Não há ponto único de acesso a dado climático para a sociedade, confirmado por profissional que atua em política urbana na cidade. Converge com ENT-004, ENT-009, ENT-010-ENT-011 e ENT-013 — cinco sessões. Dimensão «Muito alta». SESSÃO SEM TCLE.",,,,
78,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dados Descentralizados e Inacessíveis: Não existe um canal centralizado ou de fácil acesso para dados climáticos específicos (registros de queda de árvores, pontos de alagamento). As informações estão descentralizadas entre IAM e IPPLAM, e a falta de comunicação entre secretarias (ex: Obras e Limpeza Pública) exige um esforço extra da sociedade e de consultorias para coletar e processar os dados.",0.133,ENT-010-ENT-011,00:14:52,3.2.3,"Dados de risco, vulnerabilidade e exposição",em_elaboracao,alta,alagamento|dados|pontos|registros,"Existe base de 38 pontos críticos de alagamento, construída pelo cruzamento de registros da defesa civil com indicação do município, distribuídos por toda a cidade. É a base de risco mais concreta identificada no corpus, e nasceu do contrato — não de sistema municipal permanente.",,,,
78,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dados Descentralizados e Inacessíveis: Não existe um canal centralizado ou de fácil acesso para dados climáticos específicos (registros de queda de árvores, pontos de alagamento). As informações estão descentralizadas entre IAM e IPPLAM, e a falta de comunicação entre secretarias (ex: Obras e Limpeza Pública) exige um esforço extra da sociedade e de consultorias para coletar e processar os dados.",0.133,ENT-010-ENT-011,00:23:16,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,acesso|climaticos|coletar|dados,"ACHADO ESTRUTURANTE, DE FONTE TÉCNICA EXTERNA. O problema não é ausência de dado, é governança: o que existe está desatualizado ou inacessível, inclusive para o próprio órgão contratante. Reformula a dimensão de sistema municipal de dados — a prioridade é catalogar, atualizar e dar acesso, não coletar de novo. Dimensão «Muito alta».",,,,
79,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Foco em Urgências, não em Planejamento: Os dados disponíveis focam em emergências e urgências, e não no planejamento estratégico. Isso dificulta a tomada de decisão informada e a elaboração de projetos estruturados.",0.2,ENT-010-ENT-011,00:34:47,2.1.4,Capacidade de preparar projetos para financiamento,inexistente,alta,disponiveis|estruturados|projetos,"QUARTA CONFIRMAÇÃO DO ACHADO CENTRAL. Consultoria especializada em financiamento climático identifica a ausência de projetos estruturados como barreira número um, com oferta de fundos disponível. Converge com ENT-004, ENT-007 e ENT-008 — quatro fontes independentes, de quatro setores, apontando o mesmo gargalo. Dimensão «Muito alta».",,,,
79,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Foco em Urgências, não em Planejamento: Os dados disponíveis focam em emergências e urgências, e não no planejamento estratégico. Isso dificulta a tomada de decisão informada e a elaboração de projetos estruturados.",0.133,ENT-005,00:35:18,3.1.1,Sistema municipal de dados climáticos e territoriais,em_elaboracao,media,dados|planejamento,"OPORTUNIDADE. Há uma proposta em circulação de central integrada de informação de emergência, cruzando município e Estado. Seria o embrião do sistema municipal de dados que o corpus registra como inexistente — e nasce da ponta operacional, não do planejamento.",,,,
79,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Foco em Urgências, não em Planejamento: Os dados disponíveis focam em emergências e urgências, e não no planejamento estratégico. Isso dificulta a tomada de decisão informada e a elaboração de projetos estruturados.",0.133,ENT-007,00:18:28,3.2.3,"Dados de risco, vulnerabilidade e exposição",inexistente,alta,dados|planejamento,"PRIORIDADE PROPOSTA. Inventário georreferenciado do estoque arbóreo com classificação de risco, articulado a plano de substituição e a recorte de áreas críticas. É projeto de dado de risco com escopo definido, custo modesto e efeito direto sobre a ocorrência que mais paralisa a cidade — o candidato mais maduro a projeto financiável surgido no corpus.",,,,
80,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dificuldade de Acesso e Transparência: A sociedade civil relata dificuldades constantes no acesso a documentos públicos, processos de licitação e dados sobre crimes ambientais. A transparência sobre ações, políticas e investimentos climáticos é considerada insuficiente.",0.238,ENT-005,00:25:59,2.2.2,Rastreamento de gastos climáticos,em_implementacao,alta,civil|climaticos|licitacao|sociedade|transparencia,"ACHADO. Existe na cidade uma estrutura permanente e financiada de acompanhamento do gasto público, com capacidade demonstrada de impugnar licitação. O rastreamento de gastos — dimensão «Muito alta» sem evidência codificada até aqui — existe na sociedade civil e não na administração: a capacidade está instalada fora do município e não está orientada a marcação climática.",,,,
80,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dificuldade de Acesso e Transparência: A sociedade civil relata dificuldades constantes no acesso a documentos públicos, processos de licitação e dados sobre crimes ambientais. A transparência sobre ações, políticas e investimentos climáticos é considerada insuficiente.",0.238,ENT-014,00:23:08,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,acesso|climaticos|dados|sociedade|transparencia,"LACUNA. Não há ponto único de acesso a dado climático para a sociedade, confirmado por profissional que atua em política urbana na cidade. Converge com ENT-004, ENT-009, ENT-010-ENT-011 e ENT-013 — cinco sessões. Dimensão «Muito alta». SESSÃO SEM TCLE.",,,,
80,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Dificuldade de Acesso e Transparência: A sociedade civil relata dificuldades constantes no acesso a documentos públicos, processos de licitação e dados sobre crimes ambientais. A transparência sobre ações, políticas e investimentos climáticos é considerada insuficiente.",0.19,ENT-014,00:20:41,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,civil|politicas|publicos|sociedade,"CONVERGÊNCIA DE PROPOSTA. Integração entre política habitacional e agenda climática, com melhoria habitacional e equipamentos públicos nas bordas. Converge com a proposta de ATHIS como instrumento de adaptação de ENT-007 — duas sessões do mesmo setor, independentes, apontando o mesmo desenho. É a recomendação de adaptação com recorte distributivo mais consistente do corpus. SESSÃO SEM TCLE.",,,,
81,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Desigualdade de Dados e Vulnerabilidade: Embora a região central tenha maior nível de renda e arborização (menor exposição), zonas de divisa com municípios vizinhos, como Sarandi, apresentam vulnerabilidade social mais acentuada. A falta de dados específicos sobre populações vulneráveis (usando apenas dados do IBGE) é uma limitação para o planejamento.",0.269,ENT-010-ENT-011,00:21:23,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,em_elaboracao,alta,arborizacao|central|dados|exposicao|regiao|renda|vulnerabilidade,"ADVERTÊNCIA METODOLÓGICA. Densidade demográfica isolada aponta o centro como área de risco, e o cruzamento com renda e cobertura arbórea inverte a leitura. Alerta direto contra diagnósticos de vulnerabilidade baseados em variável única — e explica por que o setor censitário «bagunçou» a análise preliminar.",,,,
81,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Desigualdade de Dados e Vulnerabilidade: Embora a região central tenha maior nível de renda e arborização (menor exposição), zonas de divisa com municípios vizinhos, como Sarandi, apresentam vulnerabilidade social mais acentuada. A falta de dados específicos sobre populações vulneráveis (usando apenas dados do IBGE) é uma limitação para o planejamento.",0.192,ENT-007,00:06:56,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,inexistente,alta,arborizacao|dados|desigualdade|exposicao|vulnerabilidade,"ACHADO DISTRIBUTIVO. A desigualdade territorial se reproduz na infraestrutura verde: a periferia tem menos arborização e menos manutenção. Consequência dupla — menor sombreamento e conforto térmico onde a vulnerabilidade é maior, e concentração do investimento de manutenção onde ela é menor. Dado de exposição que nenhuma base municipal citada no corpus organiza.",,,,
81,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Desigualdade de Dados e Vulnerabilidade: Embora a região central tenha maior nível de renda e arborização (menor exposição), zonas de divisa com municípios vizinhos, como Sarandi, apresentam vulnerabilidade social mais acentuada. A falta de dados específicos sobre populações vulneráveis (usando apenas dados do IBGE) é uma limitação para o planejamento.",0.192,ENT-007,00:18:28,3.2.3,"Dados de risco, vulnerabilidade e exposição",inexistente,alta,arborizacao|dados|exposicao|planejamento|vulnerabilidade,"PRIORIDADE PROPOSTA. Inventário georreferenciado do estoque arbóreo com classificação de risco, articulado a plano de substituição e a recorte de áreas críticas. É projeto de dado de risco com escopo definido, custo modesto e efeito direto sobre a ocorrência que mais paralisa a cidade — o candidato mais maduro a projeto financiável surgido no corpus.",,,,
82,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Monitoramento Contínuo como Necessidade: A sociedade civil defende a importância de transitar de uma postura reativa para uma postura proativa e planejada, com monitoramento constante, reconhecendo a responsabilidade dos profissionais diante dos riscos crescentes.",0.158,ENT-005,00:06:29,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,civil|riscos|sociedade,"Risco prioritário identificado da perspectiva da sociedade civil: vendaval, com interrupção prolongada do serviço de energia. Acrescenta ao par erosão/alagamento registrado no bloco público um terceiro vetor — vento — cujo impacto se dá sobre a rede elétrica aérea, ativo que não é municipal.",,,,
82,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Monitoramento Contínuo como Necessidade: A sociedade civil defende a importância de transitar de uma postura reativa para uma postura proativa e planejada, com monitoramento constante, reconhecendo a responsabilidade dos profissionais diante dos riscos crescentes.",0.158,ENT-007,00:06:56,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,civil|riscos|sociedade,"Segunda confirmação, de outra entidade da sociedade civil, do vendaval como risco prioritário, com magnitude: centenas de árvores por evento. A arborização — principal ativo ambiental e identitário da cidade — é também seu maior vetor de dano em evento extremo.",,,,
82,Sociedade Civil,"3.4.3. Dados, Monitoramento e Planejamento","Monitoramento Contínuo como Necessidade: A sociedade civil defende a importância de transitar de uma postura reativa para uma postura proativa e planejada, com monitoramento constante, reconhecendo a responsabilidade dos profissionais diante dos riscos crescentes.",0.105,ENT-005,00:10:02,2.1.7,Financiamento para riscos e desastres,em_implementacao,alta,civil|riscos,"Avaliação positiva da capacidade de resposta imediata a evento extremo, vinda de fora da administração. Qualifica o achado: o município responde bem ao evento e mal à recuperação — que levou mais de uma semana nos dois casos relatados e dependeu de reforço externo.",,,,
83,Sociedade Civil,3.4.4. Governança e Coordenação,"Gestão Reativa e Emergencial: A prefeitura é criticada por focar em atendimento emergencial (poda corretiva, resposta a quedas de árvores) em vez de ações preventivas. Isso resulta em longas filas de espera por serviços e, como consequência, em podas irregulares clandestinas. A necessidade de transitar de uma postura reativa para uma postura proativa e planejada é um ponto central do discurso da sociedade civil.",0.242,ENT-007,00:12:39,1.2.2,Capacidade institucional para executar ações climáticas,inexistente,alta,acoes|arvores|clandestinas|espera|irregulares|poda|podas|prefeitura,"ACHADO. A insuficiência de capacidade operacional gera efeito perverso mensurável: a fila de poda empurra o morador para a poda clandestina, que danifica a árvore e aumenta o risco de queda. A restrição de capacidade não apenas atrasa o serviço — ela produz o dano que o serviço deveria evitar.",,,,
83,Sociedade Civil,3.4.4. Governança e Coordenação,"Gestão Reativa e Emergencial: A prefeitura é criticada por focar em atendimento emergencial (poda corretiva, resposta a quedas de árvores) em vez de ações preventivas. Isso resulta em longas filas de espera por serviços e, como consequência, em podas irregulares clandestinas. A necessidade de transitar de uma postura reativa para uma postura proativa e planejada é um ponto central do discurso da sociedade civil.",0.121,ENT-007,00:31:20,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,civil|gestao|resposta|sociedade,"DIVERGÊNCIA. Houve oferta formal e documentada de cooperação técnica de entidade profissional ao Executivo, no primeiro mês de gestão, sem resposta. Contradiz a leitura de abertura institucional ao tema — a disposição de cooperar existe do lado da sociedade civil técnica e não encontrou canal de recepção.",,,,
83,Sociedade Civil,3.4.4. Governança e Coordenação,"Gestão Reativa e Emergencial: A prefeitura é criticada por focar em atendimento emergencial (poda corretiva, resposta a quedas de árvores) em vez de ações preventivas. Isso resulta em longas filas de espera por serviços e, como consequência, em podas irregulares clandestinas. A necessidade de transitar de uma postura reativa para uma postura proativa e planejada é um ponto central do discurso da sociedade civil.",0.121,ENT-007,00:50:26,2.4.1,Mobilização de investimento privado em infraestrutura climática,inexistente,alta,acoes|civil|gestao|sociedade,"OPORTUNIDADE. Uso do marco regulatório das organizações da sociedade civil para transferir execução territorial de ações climáticas a associações de bairro — com o exemplo da zeladoria urbana vinculada ao território. Instrumento jurídico já disponível, que converte a densidade associativa da cidade em capacidade de execução sem ampliar quadro público.",,,,
84,Sociedade Civil,3.4.4. Governança e Coordenação,"Instituto Ambiental (IAM) sob Críticas: Há uma crítica contundente à atuação do IAM. A autarquia é acusada de sofrer com indicações políticas, falta de transparência e a inconstitucional dispensa de laudos técnicos (Estudos de Impacto de Vizinhança e Relatório de Impacto Ambiental) para novos empreendimentos. A substituição de profissionais de carreira por aliados políticos é vista como um esvaziamento da capacidade técnica do órgão.",0.156,ENT-014,00:38:44,2.1.4,Capacidade de preparar projetos para financiamento,em_implementacao,alta,capacidade|carreira|instituto|tecnica|tecnicos,"Avaliação de que a capacidade técnica de base existe e está bem dirigida, e de que a conjuntura política é favorável. Diverge da leitura de escassez de ENT-008 e ENT-004 em um ponto importante: a qualificação existe, o que falta é quantidade e alocação. SESSÃO SEM TCLE.",,,,
84,Sociedade Civil,3.4.4. Governança e Coordenação,"Instituto Ambiental (IAM) sob Críticas: Há uma crítica contundente à atuação do IAM. A autarquia é acusada de sofrer com indicações políticas, falta de transparência e a inconstitucional dispensa de laudos técnicos (Estudos de Impacto de Vizinhança e Relatório de Impacto Ambiental) para novos empreendimentos. A substituição de profissionais de carreira por aliados políticos é vista como um esvaziamento da capacidade técnica do órgão.",0.094,ENT-010-ENT-011,00:14:52,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,ambiental|orgao|tecnica,TRIANGULAÇÃO CONFIRMADA. O mecanismo folha–obstrução–alagamento descrito pela direção do órgão ambiental (ENT-008) é confirmado independentemente pela equipe técnica em campo. Deixa de ser hipótese de um gestor e passa a ser achado do diagnóstico.,,,,
84,Sociedade Civil,3.4.4. Governança e Coordenação,"Instituto Ambiental (IAM) sob Críticas: Há uma crítica contundente à atuação do IAM. A autarquia é acusada de sofrer com indicações políticas, falta de transparência e a inconstitucional dispensa de laudos técnicos (Estudos de Impacto de Vizinhança e Relatório de Impacto Ambiental) para novos empreendimentos. A substituição de profissionais de carreira por aliados políticos é vista como um esvaziamento da capacidade técnica do órgão.",0.094,ENT-010-ENT-011,00:23:16,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,ambiental|orgao|tecnica,"ACHADO ESTRUTURANTE, DE FONTE TÉCNICA EXTERNA. O problema não é ausência de dado, é governança: o que existe está desatualizado ou inacessível, inclusive para o próprio órgão contratante. Reformula a dimensão de sistema municipal de dados — a prioridade é catalogar, atualizar e dar acesso, não coletar de novo. Dimensão «Muito alta».",,,,
85,Sociedade Civil,3.4.4. Governança e Coordenação,"Falta de Governança Regional: A ausência de cooperação efetiva entre Maringá e municípios vizinhos (Sarandi, Paiçandu) é apontada como um problema estrutural. O ""mito da melhor cidade para se viver"" afasta Maringá de sua realidade metropolitana, impedindo o reconhecimento de que os impactos climáticos e as vulnerabilidades são compartilhados regionalmente. A Associação dos Municípios do Setentrião Paranaense (AMUSEP) possui estrutura para consórcios (como o SAMU), mas essa potencialidade não é explorada para a cooperação ambiental.",0.237,ENT-007,00:40:41,4.1.4,Coordenação regional/metropolitana com municípios vizinhos,efetivo,alta,associacao|cooperacao|estrutura|governanca|metropolitana|municipios|regional|samu,"ACHADO INSTITUCIONAL. Existe e funciona na região uma associação de municípios com estrutura permanente, reuniões mensais, serviço compartilhado de saúde e — o ponto decisivo — um corpo técnico que elabora projeto para municípios sem quadro próprio. É exatamente o modelo de unidade regional de preparação de projetos que falta à agenda climática, já montado e operando em outro objeto.",,,,
85,Sociedade Civil,3.4.4. Governança e Coordenação,"Falta de Governança Regional: A ausência de cooperação efetiva entre Maringá e municípios vizinhos (Sarandi, Paiçandu) é apontada como um problema estrutural. O ""mito da melhor cidade para se viver"" afasta Maringá de sua realidade metropolitana, impedindo o reconhecimento de que os impactos climáticos e as vulnerabilidades são compartilhados regionalmente. A Associação dos Municípios do Setentrião Paranaense (AMUSEP) possui estrutura para consórcios (como o SAMU), mas essa potencialidade não é explorada para a cooperação ambiental.",0.237,ENT-014,00:31:10,4.1.4,Coordenação regional/metropolitana com municípios vizinhos,inexistente,alta,cidade|cooperacao|maringa|melhor|metropolitana|municipios|regional|viver,"ACHADO CENTRAL SOBRE A ESCALA. O título de melhor cidade para se viver opera como barreira à cooperação regional, porque a distinção em relação aos vizinhos é socialmente valorizada. Nomeia o obstáculo político — e não técnico — à integração metropolitana, e é a leitura mais aguda do corpus sobre por que ela não avança. SESSÃO SEM TCLE.",,,,
85,Sociedade Civil,3.4.4. Governança e Coordenação,"Falta de Governança Regional: A ausência de cooperação efetiva entre Maringá e municípios vizinhos (Sarandi, Paiçandu) é apontada como um problema estrutural. O ""mito da melhor cidade para se viver"" afasta Maringá de sua realidade metropolitana, impedindo o reconhecimento de que os impactos climáticos e as vulnerabilidades são compartilhados regionalmente. A Associação dos Municípios do Setentrião Paranaense (AMUSEP) possui estrutura para consórcios (como o SAMU), mas essa potencialidade não é explorada para a cooperação ambiental.",0.211,ENT-007,00:41:51,4.1.4,Coordenação regional/metropolitana com municípios vizinhos,inexistente,alta,ambiental|associacao|cooperacao|governanca|metropolitana|municipios|regional|vizinhos,LACUNA COM SOLUÇÃO À VISTA. A governança regional existente não tem pauta ambiental nem climática. Converge com ENT-006 (cooperação regional restrita à saúde): incluir o tema na instância que já funciona é caminho mais curto que criar consórcio climático novo.,,,,
86,Sociedade Civil,3.4.4. Governança e Coordenação,"Participação Popular Incipiente: A participação da população em debates climáticos é considerada incipiente. A sociedade civil organizada em Maringá é predominantemente voltada para interesses empresariais, o que dificulta o engajamento de movimentos populares. Mecanismos como o conselho municipal de planejamento territorial não têm um foco específico em emergências climáticas. A interação formal com a sociedade civil é limitada, com audiências públicas previstas apenas para validação de diagnósticos.",0.25,ENT-007,00:26:17,4.2.1,Participação pública na agenda climática,inexistente,alta,civil|maringa|movimentos|organizada|participacao|popular|populares|sociedade,"ACHADO ESTRUTURAL. O capital associativo de Maringá — celebrado em ENT-005 — é de base empresarial, e não há contraparte popular organizada equivalente. Explica por que a participação nos canais formais é assimétrica e por que a agenda climática de recorte distributivo não encontra sujeito que a sustente.",,,,
86,Sociedade Civil,3.4.4. Governança e Coordenação,"Participação Popular Incipiente: A participação da população em debates climáticos é considerada incipiente. A sociedade civil organizada em Maringá é predominantemente voltada para interesses empresariais, o que dificulta o engajamento de movimentos populares. Mecanismos como o conselho municipal de planejamento territorial não têm um foco específico em emergências climáticas. A interação formal com a sociedade civil é limitada, com audiências públicas previstas apenas para validação de diagnósticos.",0.25,ENT-014,00:24:25,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,civil|climaticas|conselho|emergencias|municipal|participacao|planejamento|sociedade,"LACUNA DE INSTÂNCIA, TERCEIRA CONFIRMAÇÃO. Não há fórum dedicado à agenda climática; existem conselhos setoriais que a tangenciam. Converge com a proposta de comitê de ENT-010-ENT-011 e com a de incorporar a pauta ao conselho econômico de ENT-005 — a cidade tem instâncias e nenhuma delas tem o tema. SESSÃO SEM TCLE.",,,,
86,Sociedade Civil,3.4.4. Governança e Coordenação,"Participação Popular Incipiente: A participação da população em debates climáticos é considerada incipiente. A sociedade civil organizada em Maringá é predominantemente voltada para interesses empresariais, o que dificulta o engajamento de movimentos populares. Mecanismos como o conselho municipal de planejamento territorial não têm um foco específico em emergências climáticas. A interação formal com a sociedade civil é limitada, com audiências públicas previstas apenas para validação de diagnósticos.",0.167,ENT-005,00:36:14,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,em_elaboracao,alta,audiencias|municipal|participacao|populacao|publicas|territorial,"O conhecimento territorial fino sobre causas locais de alagamento existe na população e já foi manifestado em audiência pública. É dado de vulnerabilidade disponível e não sistematizado — e liga diretamente resíduo sólido a obstrução de drenagem, nexo que nenhuma base municipal citada registra.",,,,
87,Sociedade Civil,3.4.4. Governança e Coordenação,"Associativismo como Ativo: Apesar das críticas, o forte sistema de associativismo (Associação Comercial, cooperativas, cerca de 2.500 associações) é reconhecido como um grande ativo da cidade. O Conselho de Desenvolvimento Econômico (CODEM), com sua autonomia e verba, é apontado como um espaço que deveria incorporar pautas sociais e ambientais. O Observatório Social é citado como uma entidade eficaz no controle e auditoria das contas públicas.",0.229,ENT-005,00:25:59,2.2.2,Rastreamento de gastos climáticos,em_implementacao,alta,associacao|cidade|comercial|contas|controle|observatorio|publicas|social,"ACHADO. Existe na cidade uma estrutura permanente e financiada de acompanhamento do gasto público, com capacidade demonstrada de impugnar licitação. O rastreamento de gastos — dimensão «Muito alta» sem evidência codificada até aqui — existe na sociedade civil e não na administração: a capacidade está instalada fora do município e não está orientada a marcação climática.",,,,
87,Sociedade Civil,3.4.4. Governança e Coordenação,"Associativismo como Ativo: Apesar das críticas, o forte sistema de associativismo (Associação Comercial, cooperativas, cerca de 2.500 associações) é reconhecido como um grande ativo da cidade. O Conselho de Desenvolvimento Econômico (CODEM), com sua autonomia e verba, é apontado como um espaço que deveria incorporar pautas sociais e ambientais. O Observatório Social é citado como uma entidade eficaz no controle e auditoria das contas públicas.",0.229,ENT-005,00:21:57,4.2.2,Engajamento do setor privado,efetivo,alta,associacao|associativismo|ativo|cidade|comercial|forte|sistema|social,ACHADO POSITIVO. O capital organizacional privado de Maringá é descrito como excepcional e capaz de mobilização rápida quando a pauta lhe interessa. É o principal ativo disponível para mobilizar investimento privado — e hoje não está acionado para clima.,,,,
87,Sociedade Civil,3.4.4. Governança e Coordenação,"Associativismo como Ativo: Apesar das críticas, o forte sistema de associativismo (Associação Comercial, cooperativas, cerca de 2.500 associações) é reconhecido como um grande ativo da cidade. O Conselho de Desenvolvimento Econômico (CODEM), com sua autonomia e verba, é apontado como um espaço que deveria incorporar pautas sociais e ambientais. O Observatório Social é citado como uma entidade eficaz no controle e auditoria das contas públicas.",0.2,ENT-005,00:24:09,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,cidade|conselho|desenvolvimento|economico|espaco|incorporar|social,"ACHADO ESTRUTURANTE. Proposta concreta e já apresentada ao Executivo: em vez de criar instância climática nova, incorporar a pauta ambiental ao conselho que já reúne quem decide o dinheiro na cidade. Inverte a lógica do conselho setorial isolado — cuja fragilidade o próprio participante nomeia — e é a recomendação de arranjo institucional mais acionável do corpus.",,,,
88,Sociedade Civil,3.4.4. Governança e Coordenação,"Papel dos Conselhos de Classe: O Conselho de Arquitetura e Urbanismo (CAU) e o Instituto de Arquitetos do Brasil (IAB) podem atuar como pontes técnicas e de articulação entre o poder público e a sociedade, promovendo debates, patrocinando editais e apoiando projetos de justiça ambiental.",0.28,ENT-014,00:27:44,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",inexistente,alta,conselho|conselhos|editais|poder|projetos|publico|sociedade,"OFERTA CONCRETA COM INSTRUMENTO. O conselho profissional pode financiar por edital projetos climáticos de terceiros e do próprio poder público, dentro de suas finalidades legais. É fonte de recurso local, já existente e não acionada — e converge com a estratégia de ENT-008 de captar por meio de entidade parceira. SESSÃO SEM TCLE.",,,,
88,Sociedade Civil,3.4.4. Governança e Coordenação,"Papel dos Conselhos de Classe: O Conselho de Arquitetura e Urbanismo (CAU) e o Instituto de Arquitetos do Brasil (IAB) podem atuar como pontes técnicas e de articulação entre o poder público e a sociedade, promovendo debates, patrocinando editais e apoiando projetos de justiça ambiental.",0.24,ENT-007,00:29:55,4.2.3,"Participação de conselhos, COMDEMA e sociedade civil",em_implementacao,media,conselho|conselhos|papel|poder|publico|sociedade,"A entidade se reconhece atuando sobre o poder público e não sobre a população. Delimita realisticamente o que se pode esperar dela: interlocução técnica qualificada, não capilaridade social.",,,,
